Gamma, Selfish Profit 1, Rational Profit 2,  Individual Miner Hash Rate, Honest Profit
0.25, 0, 0.00840335, 0.25477, 0.02, 0.736826
0.25, 0, 0.00981304, 0.255113, 0.02, 0.735074
0.25, 0, 0.0111713, 0.24511, 0.02, 0.743719
0.25, 0, 0.00983829, 0.260827, 0.02, 0.729335
0.25, 0, 0.00729336, 0.247544, 0.02, 0.745162
0.25, 0, 0.00955763, 0.251174, 0.02, 0.739269
0.25, 0, 0.00924708, 0.260378, 0.02, 0.730375
0.25, 0, 0.00849555, 0.254166, 0.02, 0.737339
0.25, 0, 0.00919473, 0.258867, 0.02, 0.731938
0.25, 0, 0.00880437, 0.251063, 0.02, 0.740132
0.25, 0, 0.00865303, 0.255659, 0.02, 0.735688
0.25, 0, 0.00940197, 0.239665, 0.02, 0.750933
0.25, 0, 0.00638358, 0.24777, 0.02, 0.745846
0.25, 0, 0.0100024, 0.249885, 0.02, 0.740113
0.25, 0, 0.00832191, 0.246468, 0.02, 0.74521
0.25, 0, 0.00853575, 0.253849, 0.02, 0.737615
0.25, 0, 0.007892, 0.250181, 0.02, 0.741927
0.25, 0, 0.00875299, 0.240545, 0.02, 0.750702
0.25, 0, 0.0131037, 0.254683, 0.02, 0.732213
0.25, 0, 0.010837, 0.246477, 0.02, 0.742686
0.25, 0, 0.00752697, 0.240695, 0.02, 0.751778
0.25, 0, 0.0122718, 0.253355, 0.02, 0.734373
0.25, 0, 0.00878654, 0.251187, 0.02, 0.740026
0.25, 0, 0.00853167, 0.246864, 0.02, 0.744604
0.25, 0, 0.00800205, 0.254494, 0.02, 0.737504
0.25, 0, 0.00931219, 0.245901, 0.025, 0.744787
0.25, 0, 0.0097719, 0.252292, 0.025, 0.737936
0.25, 0, 0.0107676, 0.251362, 0.025, 0.73787
0.25, 0, 0.00989848, 0.241413, 0.025, 0.748689
0.25, 0, 0.0123272, 0.254439, 0.025, 0.733233
0.25, 0, 0.00991221, 0.256373, 0.025, 0.733715
